Trial Number: ,  Random Number: 
506  ,  0.3150425733  
507  ,  0.4999542222  
508  ,  0.0114444411  
509  ,  0.1919614246  
510  ,  0.2645954772  
511  ,  0.4264351329  
512  ,  0.6351817377  
513  ,  0.9255653554  
514  ,  0.8061769463  
515  ,  0.9047517319  
516  ,  0.9011200293  
517  ,  0.9962767418  
518  ,  0.0765404218  
519  ,  0.3824274422  
520  ,  0.3925595874  
521  ,  0.3752555925  
522  ,  0.4986114078  
523  ,  0.0815454573  
524  ,  0.4712668233  
525  ,  0.3938718833  
526  ,  0.3288979766  
527  ,  0.9811395611  
528  ,  0.4547257912  
529  ,  0.8364818262  
530  ,  0.5038911100  
531  ,  0.9031037324  
532  ,  0.4829859310  
533  ,  0.9649647511  
534  ,  0.6913357952  
535  ,  0.9832148198  
536  ,  0.2312387463  
537  ,  0.0063173315  
538  ,  0.9531235694  
539  ,  0.3079317606  
540  ,  0.1242103336  
541  ,  0.1340678121  
542  ,  0.9253822443  
543  ,  0.9985351115  
544  ,  0.2088991974  
545  ,  0.4752342296  
546  ,  0.9228186895  
547  ,  0.5235145116  
548  ,  0.3417157506  
549  ,  0.1739860225  
550  ,  0.8727683340  
551  ,  0.5213476974  
552  ,  0.8463087863  
553  ,  0.0431226539  
554  ,  0.4857631153  
555  ,  0.9135105441  
556  ,  0.2983184301  
557  ,  0.8347117527  
558  ,  0.5687429426  
559  ,  0.5904721213  
560  ,  0.5934018983  
561  ,  0.6610003967  
562  ,  0.8868068484  
563  ,  0.4506363109  
564  ,  0.9547410504  
565  ,  0.5972472304  
566  ,  0.4803308206  
567  ,  0.0744346446  
568  ,  0.0359813227  
569  ,  0.9971922971  
570  ,  0.8433790094  
571  ,  0.8142948698  
572  ,  0.7766960662  
573  ,  0.5526596881  
574  ,  0.8695638905  
575  ,  0.5817133091  
576  ,  0.1652577288  
577  ,  0.6288644063  
578  ,  0.9716788232  
579  ,  0.1131626331  
580  ,  0.5670033876  
581  ,  0.9059114353  
582  ,  0.2817773980  
583  ,  0.9956663717  
584  ,  0.7723929563  
585  ,  0.8584856716  
586  ,  0.3371074557  
587  ,  0.2329783013  
588  ,  0.4225287637  
589  ,  0.1046479690  
590  ,  0.1589709159  
591  ,  0.6348765526  
592  ,  0.9678945280  
593  ,  0.1550035096  
594  ,  0.1302529984  
595  ,  0.8090456862  
596  ,  0.8162175359  
597  ,  0.5934018983  
598  ,  0.5780510880  
599  ,  0.0383312479  
600  ,  0.8263801996  
601  ,  0.2205572680  
602  ,  0.4676046022  
603  ,  0.8239387188  
604  ,  0.8041322062  
605  ,  0.1921140172  
606  ,  0.1139561144  
607  ,  0.3754692221  
608  ,  0.1559190649  
609  ,  0.6816309091  
610  ,  0.3172704245  
611  ,  0.8302255318  
612  ,  0.3574938200  
613  ,  0.1004364147  
614  ,  0.8282723472  
615  ,  0.4813684500  
616  ,  0.3927121799  
617  ,  0.4055299539  
618  ,  0.5499435408  
619  ,  0.7980590228  
620  ,  0.8197882015  
621  ,  0.5262916959  
622  ,  0.3821222571  
623  ,  0.5169225135  
624  ,  0.6204412976  
625  ,  0.4418774987  
626  ,  0.1144444105  
627  ,  0.5878780480  
628  ,  0.4886318552  
629  ,  0.9400311289  
630  ,  0.2747581408  
631  ,  0.2539750359  
632  ,  0.7149571215  
633  ,  0.5889156774  
634  ,  0.3386944182  
635  ,  0.0479750969  
636  ,  0.3229468673  
637  ,  0.9531540880  
638  ,  0.2067323832  
639  ,  0.9855647450  
640  ,  0.6137272256  
641  ,  0.5849482711  
642  ,  0.3553880428  
643  ,  0.7373271889  
644  ,  0.7749565111  
645  ,  0.8223517563  
646  ,  0.5681325724  
647  ,  0.0607928709  
648  ,  0.7104709006  
649  ,  0.9248023927  
650  ,  0.6528519547  
651  ,  0.2729880673  
652  ,  0.7471236305  
653  ,  0.5783562731  
654  ,  0.0518509476  
655  ,  0.0454725791  
656  ,  0.3744926298  
657  ,  0.3010650960  
658  ,  0.7507248146  
659  ,  0.3030182806  
660  ,  0.6743369854  
661  ,  0.7799310282  
662  ,  0.3920407727  
663  ,  0.5068514054  
664  ,  0.5954771569  
665  ,  0.6707663198  
666  ,  0.0008239998  
667  ,  0.1039460433  
668  ,  0.7308877834  
669  ,  0.8925443281  
670  ,  0.2272103030  
671  ,  0.4238715781  
672  ,  0.7527695547  
673  ,  0.9465010529  
674  ,  0.5129856258  
675  ,  0.8035523545  
676  ,  0.1623279519  
677  ,  0.2924893948  
678  ,  0.0885036775  
679  ,  0.2224494156  
680  ,  0.5100558489  
681  ,  0.3129673147  
682  ,  0.2056031983  
683  ,  0.2284005249  
684  ,  0.7428815577  
685  ,  0.8958708457  
686  ,  0.5131992553  
687  ,  0.4356212043  
688  ,  0.8348643452  
689  ,  0.1684011353  
690  ,  0.9817194128  
691  ,  0.3766289254  
692  ,  0.3570055239  
693  ,  0.4121524705  
694  ,  0.2826624348  
695  ,  0.9885250404  
696  ,  0.1430402539  
697  ,  0.6910000916  
698  ,  0.0294808802  
699  ,  0.5154881436  
700  ,  0.7068391980  
701  ,  0.2234260079  
702  ,  0.7859736930  
703  ,  0.1086458937  
704  ,  0.5684072390  
705  ,  0.0301522874  
706  ,  0.2483291116  
707  ,  0.9041413617  
708  ,  0.1439863277  
709  ,  0.8881801813  
710  ,  0.5078585162  
711  ,  0.8611407819  
712  ,  0.3571581164  
713  ,  0.1230201117  
714  ,  0.7993408002  
715  ,  0.1410565508  
716  ,  0.6266365551  
717  ,  0.2700582904  
718  ,  0.6423230689  
719  ,  0.3086642048  
720  ,  0.3874324778  
721  ,  0.1359294412  
722  ,  0.7813043611  
723  ,  0.1370281075  
724  ,  0.8015381329  
725  ,  0.2920926542  
726  ,  0.8306527909  
727  ,  0.2969145787  
728  ,  0.8139286477  
729  ,  0.5307168798  
730  ,  0.0313425092  
731  ,  0.7125461592  
732  ,  0.2110660115  
733  ,  0.3152867214  
734  ,  0.0248115482  
735  ,  0.8643757439  
736  ,  0.8372753075  
737  ,  0.7561265908  
738  ,  0.0509048738  
739  ,  0.8205206458  
740  ,  0.6254158147  
741  ,  0.1427350688  
742  ,  0.4758140812  
743  ,  0.2778099918  
744  ,  0.5987121189  
745  ,  0.5642567217  
746  ,  0.0563066500  
747  ,  0.3940244758  
748  ,  0.4992217780  
749  ,  0.6484878079  
750  ,  0.8467360454  
751  ,  0.6922513504  
752  ,  0.1995300150  
753  ,  0.9519638661  
754  ,  0.1545762505  
755  ,  0.8188726463  
756  ,  0.5540025025  
757  ,  0.0312509537  
758  ,  0.4512771996  
759  ,  0.4361705374  
760  ,  0.8456984161  
761  ,  0.7272865993  
762  ,  0.6443372906  
763  ,  0.0312509537  
764  ,  0.4850306711  
765  ,  0.6936857204  
766  ,  0.6169621876  
767  ,  0.9217505417  
768  ,  0.1171910764  
769  ,  0.7007965331  
770  ,  0.4415112766  
771  ,  0.2404858547  
772  ,  0.7933286538  
773  ,  0.7459639271  
774  ,  0.1732535783  
775  ,  0.1797845393  
776  ,  0.3628650777  
777  ,  0.5020599994  
778  ,  0.6301156652  
779  ,  0.2765892514  
780  ,  0.7427289651  
781  ,  0.1348307749  
782  ,  0.0651264992  
783  ,  0.0201422163  
784  ,  0.2195806757  
785  ,  0.0209662160  
786  ,  0.1379436628  
787  ,  0.5629749443  
788  ,  0.4418774987  
789  ,  0.3975035859  
790  ,  0.0910977508  
791  ,  0.8167668691  
792  ,  0.2570879238  
793  ,  0.4742881558  
794  ,  0.5376445814  
795  ,  0.7141026032  
796  ,  0.0514236885  
797  ,  0.0405285806  
798  ,  0.7666249580  
799  ,  0.9177220985  
800  ,  0.7473372600  
801  ,  0.0968352306  
802  ,  0.9721366008  
803  ,  0.7580492569  
804  ,  0.1157872250  
805  ,  0.5437482833  
806  ,  0.3123874630  
807  ,  0.6805932798  
808  ,  0.5590685751  
809  ,  0.4582049013  
810  ,  0.2055116428  
811  ,  0.9843745231  
812  ,  0.0204474013  
813  ,  0.9891964476  
814  ,  0.7675099948  
815  ,  0.1324808496  
816  ,  0.1773735771  
817  ,  0.4037903989  
818  ,  0.7990966521  
819  ,  0.4165166173  
820  ,  0.5737784967  
821  ,  0.3148899808  
822  ,  0.2278817103  
823  ,  0.2552262947  
824  ,  0.8482619709  
825  ,  0.6215704825  
826  ,  0.4117252113  
827  ,  0.9097262490  
828  ,  0.7141941588  
829  ,  0.1939451277  
830  ,  0.2094790490  
831  ,  0.8955351421  
832  ,  0.8480483413  
833  ,  0.8332163457  
834  ,  0.2259590442  
835  ,  0.8734397412  
836  ,  0.3420819727  
837  ,  0.5383159886  
838  ,  0.1365703299  
839  ,  0.2999969481  
840  ,  0.8779869991  
841  ,  0.6106753746  
842  ,  0.4986419263  
843  ,  0.6190984832  
844  ,  0.2770165105  
845  ,  0.6277657399  
846  ,  0.9550462355  
847  ,  0.2756126591  
848  ,  0.5838801233  
849  ,  0.8174993133  
850  ,  0.2367625965  
851  ,  0.3328348643  
852  ,  0.3395794549  
853  ,  0.8637348552  
854  ,  0.8706625568  
855  ,  0.9745780816  
856  ,  0.2004150517  
857  ,  0.6752525407  
858  ,  0.9982299265  
859  ,  0.6730857265  
860  ,  0.5585192419  
861  ,  0.1483199561  
862  ,  0.2123477889  
863  ,  0.3045747246  
864  ,  0.3208716086  
865  ,  0.4550309763  
866  ,  0.8175603504  
867  ,  0.9931333354  
868  ,  0.5027008881  
869  ,  0.8881191443  
870  ,  0.4205145421  
871  ,  0.9640491958  
872  ,  0.7915585803  
873  ,  0.7936643574  
874  ,  0.2567827387  
875  ,  0.1888790551  
876  ,  0.7382427442  
877  ,  0.6230964080  
878  ,  0.1602526933  
879  ,  0.1020844142  
880  ,  0.7313150426  
881  ,  0.6353038118  
882  ,  0.5812250130  
883  ,  0.1715750603  
884  ,  0.4104434339  
885  ,  0.2806176946  
886  ,  0.5597094638  
887  ,  0.6039002655  
888  ,  0.6761680960  
889  ,  0.7976928007  
890  ,  0.0601214637  
891  ,  0.9653614917  
892  ,  0.9508957183  
893  ,  0.0542619098  
894  ,  0.5733207190  
895  ,  0.0006408887  
896  ,  0.8487502670  
897  ,  0.1637012848  
898  ,  0.3926511429  
899  ,  0.4298532060  
900  ,  0.9094210639  
901  ,  0.9078035829  
902  ,  0.4700766015  
903  ,  0.0049439985  
904  ,  0.5529038362  
905  ,  0.4976958525  
906  ,  0.2584917753  
907  ,  0.6079897458  
908  ,  0.9112216559  
909  ,  0.7039094211  
910  ,  0.4468214972  
911  ,  0.6707663198  
912  ,  0.6931363872  
913  ,  0.8867763298  
914  ,  0.9937742241  
915  ,  0.6985992004  
916  ,  0.7387615589  
917  ,  0.9583727531  
918  ,  0.3665883358  
919  ,  0.1785637989  
920  ,  0.4192327647  
921  ,  0.8074892422  
922  ,  0.3916135136  
923  ,  0.6539506211  
924  ,  0.5389873959  
925  ,  0.2187261574  
926  ,  0.6217535936  
927  ,  0.2457045198  
928  ,  0.8957792901  
929  ,  0.8169499802  
930  ,  0.6282845546  
931  ,  0.4026306955  
932  ,  0.1552171392  
933  ,  0.0683309427  
934  ,  0.1224402600  
935  ,  0.1613208411  
936  ,  0.1964781640  
937  ,  0.8694723350  
938  ,  0.3136082034  
939  ,  0.6970122379  
940  ,  0.5842158269  
941  ,  0.7552720725  
942  ,  0.4097720267  
943  ,  0.4467299417  
944  ,  0.3241370891  
945  ,  0.2577288125  
946  ,  0.6670125431  
947  ,  0.5859859004  
948  ,  0.5581530198  
949  ,  0.4460280160  
950  ,  0.8940702536  
951  ,  0.1402935881  
952  ,  0.3547471541  
953  ,  0.1794793542  
954  ,  0.8181402020  
955  ,  0.5125888852  
956  ,  0.2518082217  
957  ,  0.1047700430  
958  ,  0.2182378613  
959  ,  0.7079073458  
960  ,  0.7072664571  
961  ,  0.9286782434  
962  ,  0.2326425977  
963  ,  0.0367137669  
964  ,  0.1144138920  
965  ,  0.9969786676  
966  ,  0.7460249641  
967  ,  0.5778984954  
968  ,  0.5380108036  
969  ,  0.7119663076  
970  ,  0.2631611072  
971  ,  0.1827448347  
972  ,  0.8268684957  
973  ,  0.8183843501  
974  ,  0.1752677999  
975  ,  0.3012787255  
976  ,  0.2602923673  
977  ,  0.0902127140  
978  ,  0.8248847926  
979  ,  0.4121219520  
980  ,  0.3835261086  
981  ,  0.4489577929  
982  ,  0.2761619922  
983  ,  0.3369548631  
984  ,  0.1889706107  
985  ,  0.0447706534  
986  ,  0.1963255715  
987  ,  0.2211676382  
988  ,  0.2995086520  
989  ,  0.3318277535  
990  ,  0.7546311838  
991  ,  0.4617450484  
992  ,  0.3098849452  
993  ,  0.6689657277  
994  ,  0.9453108310  
995  ,  0.3635975219  
996  ,  0.9425641652  
997  ,  0.4770958586  
998  ,  0.2404858547  
999  ,  0.8057191687  
1000  ,  0.1743217261  
1001  ,  0.4844203009  
1002  ,  0.9795220801  
1003  ,  0.6982329783  
1004  ,  0.9900204474  
1005  ,  0.0907620472  
1006  ,  0.4007995849  
1007  ,  0.5121005890  
1008  ,  0.9188512833  
1009  ,  0.3824884793  
1010  ,  0.7224951933  
1011  ,  0.6616718039  
1012  ,  0.0110477004  
1013  ,  0.8287301248  
1014  ,  0.1781670583  
1015  ,  0.0227057711  
1016  ,  0.4094973601  
1017  ,  0.1907406842  
1018  ,  0.4141666921  
1019  ,  0.3658864101  
1020  ,  0.1735892819  
1021  ,  0.6755272073  
1022  ,  0.1539963988  
1023  ,  0.9879757073  
1024  ,  0.5114597003  
1025  ,  0.8643452254  
1026  ,  0.5369426557  
1027  ,  0.3209936827  
1028  ,  0.0762962737  
1029  ,  0.4484389782  
1030  ,  0.0366832484  
1031  ,  0.8019959105  
1032  ,  0.4836878567  
1033  ,  0.3022858364  
1034  ,  0.3661915952  
1035  ,  0.7827997681  
1036  ,  0.7056794946  
1037  ,  0.9262367626  
1038  ,  0.2750938444  
1039  ,  0.7629322184  
1040  ,  0.4982757042  
1041  ,  0.7891170995  
1042  ,  0.6461989196  
1043  ,  0.7254554888  
1044  ,  0.5180822169  
1045  ,  0.6031067843  
1046  ,  0.7966551714  
1047  ,  0.8579363384  
1048  ,  0.2850428785  
1049  ,  0.0609759819  
1050  ,  0.3908810694  
1051  ,  0.4391918699  
1052  ,  0.6467177343  
1053  ,  0.0677205725  
1054  ,  0.8707235939  
1055  ,  0.1734366894  
1056  ,  0.9011505478  
1057  ,  0.9974364452  
1058  ,  0.8096255379  
1059  ,  0.7529526658  
1060  ,  0.2337412641  
1061  ,  0.0068971831  
1062  ,  0.0968352306  
1063  ,  0.9303262429  
1064  ,  0.6254768517  
1065  ,  0.9373760186  
1066  ,  0.3580126347  
1067  ,  0.8820154424  
1068  ,  0.8872646260  
